Unnamed: 0,Month,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,6-Months,3-Months,1-Month,Sum
253,discord font generator,50.5,62.0,42.25,46.8,51.0,62.25,53.2,52.25,64.0,58.6,54.75,74.75,90.0,76.85,44.65,15.25,711.85
5,discord emoji server,84.5,58.0,59.25,52.8,57.0,46.75,61.4,56.0,56.5,60.0,59.25,68.0,76.33333333333333,40.88,31.08,8.33,711.28
63,tiktok pfp,89.5,77.5,58.25,52.4,63.0,64.5,58.6,57.5,56.25,56.8,50.0,59.0,56.66666666666666,-38.03,-4.88,-2.33,710.47
225,emoji discord server,84.5,58.0,59.25,52.8,57.0,46.75,61.4,56.0,56.5,60.0,59.25,68.0,73.33333333333333,37.88,28.08,5.33,708.28
375,steam deck games,52.0,56.75,69.25,64.6,57.0,75.25,57.2,52.25,60.75,48.6,49.75,48.75,65.0,-54.95,1.9,16.25,705.15
373,steam link,60.5,56.75,49.5,50.8,58.75,72.5,62.8,64.0,56.75,52.6,55.5,58.75,63.333333333333336,-0.17,4.23,4.58,702.03
8,minecraft discord server,74.0,72.75,41.25,39.6,54.25,63.5,59.8,54.75,52.75,67.8,52.5,73.5,65.66666666666667,35.82,16.37,-7.83,698.12
483,discord roles bot,91.0,77.0,65.75,60.2,42.25,52.75,51.2,58.5,51.75,52.0,55.0,62.75,68.33333333333333,-0.82,23.83,5.58,697.48
403,best steam deck games,50.0,58.5,75.25,63.4,52.25,72.0,58.0,48.75,61.0,50.0,42.5,48.25,67.0,-61.9,-2.0,18.75,696.9
355,steam deck,53.5,52.5,66.25,64.8,57.0,77.25,57.0,49.25,59.75,46.6,47.75,50.75,64.66666666666667,-56.03,7.57,13.92,693.57
321,discord names,69.0,67.5,53.75,50.4,52.75,49.75,55.6,54.5,56.25,53.0,55.75,82.0,62.0,33.75,36.0,-20.0,693.25
365,steam controller,62.5,54.75,52.75,51.4,55.0,72.0,61.0,58.75,56.75,50.0,53.0,56.75,69.0,-2.65,13.25,12.25,691.15
242,emoji servers discord,50.5,81.5,29.0,65.0,52.25,49.75,51.0,47.75,64.75,59.0,73.5,62.25,53.333333333333336,32.08,17.58,-8.92,689.08
162,discord chat,58.0,48.0,50.0,49.0,53.5,52.0,56.6,57.75,75.5,62.4,59.5,61.75,60.333333333333336,68.13,-14.07,-1.42,686.33
475,discord bot commands,81.5,78.5,59.25,63.2,59.0,54.5,56.4,64.75,59.25,48.2,44.5,50.0,44.66666666666666,-59.48,-33.03,-5.33,682.22
400,emudeck steam deck,39.5,61.5,70.0,75.6,41.75,62.75,58.6,49.75,55.75,52.8,46.25,38.5,68.0,-59.15,-5.55,29.5,681.25
277,how to add bots to discord,79.0,81.75,64.5,52.8,47.5,47.75,50.0,47.25,54.75,36.8,49.0,60.75,84.33333333333333,-11.42,55.28,23.58,677.18
377,steam store,48.5,54.75,51.5,51.0,64.5,76.75,54.8,55.5,58.0,48.8,50.25,51.5,59.0,-30.25,-1.55,7.5,676.35
177,ps remote play,59.5,49.25,49.0,41.6,65.75,69.0,58.2,57.5,51.5,49.6,48.75,71.5,62.66666666666666,8.72,24.32,-8.83,674.32
115,stream xbox to discord,34.0,15.0,47.25,47.8,51.75,69.25,78.8,58.75,63.25,58.0,45.5,78.0,58.66666666666666,52.32,2.17,-19.33,672.02
339,icl meaning,37.0,33.0,36.75,36.4,43.75,50.5,45.4,44.75,65.0,65.2,79.75,90.0,79.33333333333333,178.23,74.13,-10.67,669.83
36,blox fruits discord,22.5,22.5,72.5,48.4,47.25,57.5,69.0,58.75,58.5,66.2,54.25,52.5,61.66666666666666,34.72,-15.03,9.17,669.02
133,twitch.tv/activate,89.5,71.5,58.25,55.0,62.75,60.75,84.8,76.25,48.75,40.0,38.75,39.75,32.333333333333336,-117.22,-54.17,-7.42,668.88
514,what is nitro discord,64.0,66.0,48.75,65.4,34.0,67.75,35.6,51.0,53.25,66.0,79.75,42.75,55.0,30.25,7.25,12.25,665.25
363,steam mop,51.0,53.0,49.5,53.8,75.5,60.75,57.4,52.25,50.5,52.2,48.0,48.5,63.0,-35.5,4.55,14.5,664.4
260,discord tos,57.5,64.5,44.0,49.2,45.75,45.0,54.0,66.5,73.5,58.6,38.75,55.5,67.33333333333333,57.73,-37.02,11.83,662.63
150,xbox,56.0,52.75,51.75,48.6,66.75,78.25,59.4,56.0,50.0,44.4,43.5,54.5,55.0,-54.1,2.6,0.5,660.9
484,dyno discord bot,100.0,63.75,65.25,57.4,56.25,51.75,48.6,60.5,46.25,53.2,50.75,52.75,54.0,-25.55,-2.45,1.25,660.45
235,discord emoji maker,94.5,84.25,38.25,40.0,39.5,59.75,61.2,38.75,48.5,46.8,58.5,81.75,62.66666666666666,14.02,68.87,-19.08,659.92
190,discord new account,62.5,61.0,43.5,56.6,44.25,57.25,34.0,49.0,49.5,52.4,54.25,70.75,85.0,64.3,59.1,14.25,657.5
366,steam account,50.5,50.0,45.5,43.4,52.0,67.75,55.0,54.5,58.75,51.8,51.75,58.25,68.33333333333333,29.73,13.28,10.08,657.03
88,goofy pfp,29.5,44.0,49.5,49.0,51.5,49.0,54.6,67.0,57.5,58.6,59.25,58.0,58.0,60.75,-7.85,0.0,655.95
356,steam games,54.0,52.75,49.0,49.6,52.5,70.5,55.2,50.75,55.5,47.2,50.5,59.25,62.66666666666666,-3.68,18.97,3.42,655.42
357,steam download,57.5,58.25,50.5,46.8,55.0,68.5,57.8,57.75,55.25,47.4,47.5,53.25,57.333333333333336,-18.37,-2.32,4.08,655.33
353,haughty eyes,34.5,59.25,47.0,45.6,35.0,34.75,60.6,64.75,59.25,58.0,66.25,77.5,44.333333333333336,87.88,6.08,-33.17,652.28
166,youtube app,54.5,54.5,56.25,52.8,65.5,55.75,53.4,56.25,53.25,54.4,49.75,50.5,49.66666666666666,-24.38,-13.98,-0.83,652.02
106,xbox app,57.5,56.5,55.5,51.0,53.0,70.25,57.0,54.75,51.5,47.8,43.0,51.5,54.333333333333336,-40.37,-5.22,2.83,646.13
401,emudeck,45.5,49.0,62.25,73.8,41.0,49.75,55.6,44.75,55.0,50.8,50.5,46.5,65.66666666666667,-18.18,12.12,19.17,644.62
331,nsfw meaning,56.0,67.25,49.0,54.2,53.5,55.25,56.6,51.25,54.25,40.4,49.0,48.0,65.33333333333333,-27.57,16.43,17.33,644.03
119,discord xbox series x,63.5,56.0,77.75,62.4,77.5,52.5,42.6,22.5,53.75,39.6,39.75,56.5,60.0,-96.65,40.4,3.5,640.85
78,roblox discord server,99.0,73.25,47.5,48.0,48.75,43.25,52.4,46.5,45.25,54.6,53.75,65.25,61.333333333333336,13.53,33.98,-3.92,639.83
348,destitute,38.5,45.25,60.0,66.2,67.5,64.5,58.6,59.0,56.25,51.6,42.75,34.5,31.0,-86.95,-58.6,-3.5,637.15
488,music bot for discord,63.5,59.5,53.25,67.8,75.0,50.0,38.4,73.25,50.75,36.6,40.25,49.5,42.333333333333336,-51.27,-28.52,-7.17,636.63
170,midjourney ai,57.0,65.5,48.75,19.4,22.5,45.25,55.4,53.75,71.75,76.2,67.25,56.25,52.66666666666666,121.07,-25.53,-3.58,634.67
117,xbox game pass,51.0,49.75,49.5,46.8,59.0,76.25,58.2,51.5,49.5,45.2,39.5,47.25,61.66666666666666,-44.88,2.22,14.42,634.12
508,free nitro,58.0,66.75,50.75,51.4,50.0,44.0,48.0,45.25,45.75,49.4,80.75,50.75,47.0,8.0,38.1,-3.75,629.8
276,music bot,46.0,46.0,45.5,58.6,51.25,43.25,42.6,79.5,57.0,49.6,44.75,54.25,57.333333333333336,55.23,-29.77,3.08,629.63
87,hello kitty matching pfp,45.0,68.25,54.0,62.0,56.0,73.25,51.8,67.5,54.5,27.8,31.0,62.5,19.0,-103.0,-37.3,-43.5,627.6
164,discord app mac,79.5,60.5,62.0,14.0,62.25,42.5,59.6,79.5,45.25,34.6,48.5,54.0,61.333333333333336,22.33,4.48,7.33,624.03
440,playstation,50.5,48.0,47.75,47.6,71.0,76.75,51.8,54.25,45.75,38.6,45.5,51.0,45.333333333333336,-62.47,3.23,-5.67,623.33
367,best steam games,53.0,52.5,51.25,45.0,52.5,67.0,53.8,46.0,52.25,45.4,42.5,48.5,64.66666666666667,-22.73,12.02,16.17,621.37
479,carl bot discord,99.0,62.75,50.5,49.2,38.25,50.0,56.8,52.5,44.0,55.2,52.25,55.75,52.0,4.2,8.3,-3.75,619.2
477,discord carl bot,99.0,62.75,50.5,49.2,38.25,50.0,56.8,52.5,44.0,55.2,52.25,55.75,52.0,4.2,8.3,-3.75,619.2
486,dyno bot,88.0,71.75,58.25,48.8,49.75,48.75,50.4,51.0,47.5,46.0,44.75,51.75,47.333333333333336,-39.37,-0.67,-4.42,616.03
281,discord bots mee6,63.0,70.0,58.25,55.0,62.75,39.75,49.4,58.0,52.25,43.4,28.75,47.0,46.0,-59.75,-31.9,-1.0,610.55
144,what is discord app,45.0,52.25,46.75,49.0,63.0,47.25,46.0,55.5,59.5,60.0,44.0,36.75,50.333333333333336,1.83,-43.92,13.58,610.33
289,best bots for discord,76.0,62.0,58.75,40.0,55.75,36.0,55.4,41.75,51.0,40.6,50.75,40.75,75.66666666666667,-7.38,33.82,34.92,608.42
471,discord bot music,41.5,41.0,42.25,59.4,51.0,40.5,39.2,80.0,56.0,47.8,41.75,52.75,56.66666666666666,61.62,-32.63,3.92,608.32
273,add bots to discord,73.0,75.25,50.5,48.6,41.25,49.0,46.4,49.5,53.0,38.2,40.25,50.5,65.66666666666667,-13.88,15.72,15.17,608.12
275,discord music bot,41.5,41.0,42.25,59.4,51.0,40.5,39.2,80.0,56.0,47.8,41.75,52.75,55.66666666666666,60.62,-33.63,2.92,607.32
37,blox fruit discord,20.0,22.75,67.25,54.4,50.0,50.5,55.4,57.5,40.75,66.0,44.0,42.25,54.333333333333336,4.53,-23.67,12.08,605.13
173,ea app download,9.5,20.5,15.0,34.6,40.0,48.5,51.2,60.5,74.0,62.2,69.0,61.25,68.33333333333333,185.48,1.88,7.08,605.08
408,discord forum,40.0,42.25,68.75,50.8,44.25,51.0,50.0,53.5,45.5,44.2,52.25,55.0,45.333333333333336,-11.27,9.38,-9.67,602.83
93,cinnamoroll pfp,38.5,43.25,61.75,30.2,43.25,44.25,62.8,48.75,59.75,58.8,53.75,47.25,47.66666666666666,30.47,-18.63,0.42,601.47
286,music bots for discord,54.0,40.5,32.5,57.4,53.0,63.5,48.2,84.0,37.0,62.4,39.75,44.5,36.333333333333336,8.88,-62.82,-8.17,599.08
183,quest app lab,90.5,63.0,52.0,39.2,49.5,53.75,65.2,66.0,49.0,36.8,36.0,43.5,44.0,-47.35,-28.3,0.5,597.95
223,emojis,41.5,42.25,47.0,44.0,41.0,43.5,39.8,43.0,57.0,80.4,55.75,51.75,47.66666666666666,78.02,-25.23,-4.08,593.12
231,discord emoji copy paste,80.0,53.0,54.75,39.2,56.75,47.5,36.6,71.0,48.0,44.2,43.5,48.5,44.66666666666666,12.07,-26.53,-3.83,587.67
201,disable discord account,55.5,65.75,42.75,44.2,48.5,47.75,43.6,48.75,36.25,39.4,36.25,65.5,67.66666666666667,1.27,45.02,2.17,586.37
510,nitro gift,57.0,50.5,40.5,34.4,67.75,71.5,49.0,32.0,34.75,43.0,61.25,50.75,47.0,-44.9,49.25,-3.75,582.4
151,discord mobile app,41.0,53.0,39.0,54.0,44.0,43.25,66.4,30.5,52.0,50.2,49.5,55.0,43.0,-19.45,14.8,-12.0,579.85
153,discord app store,26.5,63.25,67.75,58.0,46.5,52.25,49.0,49.0,46.5,48.6,52.0,28.75,16.0,-95.9,-47.35,-12.75,577.6
306,jockie music,19.5,29.25,26.75,37.8,47.75,30.75,35.0,52.25,47.5,54.0,62.0,64.5,87.33333333333333,160.28,60.08,22.83,574.88
167,midjourney app,15.5,29.5,19.5,7.6,8.5,28.25,57.0,58.25,73.25,85.6,68.0,72.0,55.66666666666666,262.42,-21.43,-16.33,563.12
180,discord auth code,31.0,63.75,32.25,43.4,43.25,52.5,59.0,39.25,40.0,42.2,57.0,52.25,37.66666666666666,-25.78,25.47,-14.58,562.52
11,discord server bots,87.0,67.75,48.0,41.8,40.25,45.25,46.0,46.25,44.75,43.2,39.25,47.25,50.66666666666666,-17.68,2.97,3.42,560.42
279,youtube bots,35.5,37.0,38.75,72.8,56.25,43.0,49.0,57.0,50.5,31.6,36.25,41.75,45.333333333333336,-34.37,-15.77,3.58,559.23
76,cn pfp,22.0,24.0,31.0,22.2,69.0,73.5,53.2,61.5,38.25,42.6,43.5,65.75,34.333333333333336,13.03,1.23,-31.42,558.83
26,midjourney discord,38.5,54.5,36.5,13.6,19.0,31.25,45.4,50.0,74.25,71.2,64.75,51.75,43.66666666666666,155.37,-35.28,-8.08,555.87
121,xbox download,51.0,46.25,46.5,42.4,53.25,65.5,46.0,45.25,43.75,38.2,35.75,45.75,46.66666666666666,-44.53,0.97,0.92,555.27
161,discord desktop app,57.5,53.0,73.25,47.4,34.0,46.0,46.6,56.25,36.25,40.0,45.0,25.75,47.0,-50.0,-14.75,21.25,550.5
156,discord app login,90.0,50.75,35.75,46.8,67.5,57.5,42.4,49.5,29.0,31.2,45.0,37.75,56.333333333333336,-51.92,29.38,18.58,549.48
246,discord server templates,55.0,53.25,62.0,23.6,41.5,43.5,53.2,20.25,39.0,37.2,61.5,70.0,42.333333333333336,-6.77,77.38,-27.67,547.33
345,rizz meaning,10.5,10.25,14.25,32.0,60.25,87.5,69.0,54.5,45.5,51.0,43.5,43.5,35.0,-0.25,-29.0,-8.5,546.25
502,discord ai bot,48.0,54.25,32.25,28.2,22.75,28.75,31.4,45.0,51.0,72.4,63.25,58.5,58.0,150.55,11.35,-0.5,545.75
333,iwc meaning,16.0,39.5,26.5,53.0,38.25,45.5,38.0,60.25,30.5,48.0,63.5,63.75,38.333333333333336,63.58,26.83,-25.42,545.08
238,custom emoji discord,67.0,24.75,42.25,25.0,49.75,39.5,52.2,51.0,38.0,63.0,33.75,86.25,39.333333333333336,77.88,7.33,-46.92,544.78
27,midjourney,31.5,44.0,28.75,13.2,17.75,32.25,44.4,47.0,71.75,74.2,63.25,56.75,49.66666666666666,182.27,-23.28,-7.08,542.97
159,discord web app,35.0,35.5,36.75,51.8,53.75,26.5,36.6,61.75,36.25,47.8,50.25,61.5,43.66666666666666,60.32,9.62,-17.83,542.12
199,how to make a discord account,50.0,51.5,39.25,48.8,41.5,48.0,29.8,56.25,26.25,37.6,38.0,58.75,65.33333333333333,23.33,41.98,6.58,541.03
39,blox fruits discord server,15.0,8.75,45.5,54.6,35.75,45.75,58.4,52.0,47.5,54.4,63.5,47.5,26.0,42.15,-16.9,-21.5,539.65
513,how to get discord nitro,27.0,65.5,31.75,38.6,38.75,39.75,32.4,39.0,30.25,43.4,64.0,42.75,63.66666666666666,36.32,57.77,20.92,529.82
118,xbox series x,41.0,43.0,41.75,45.0,71.5,69.0,44.0,46.5,35.25,29.8,29.0,38.0,37.0,-98.7,-7.55,-1.0,529.8
96,splatoon pfp,23.5,62.25,87.5,53.2,31.5,41.25,55.8,26.5,32.25,27.4,25.25,37.75,48.0,-134.35,24.85,10.25,528.65
35,blox fruit discord server,14.5,20.75,46.25,49.6,50.0,70.25,40.2,43.0,40.5,52.2,36.5,28.5,49.333333333333336,-27.02,-21.37,20.83,527.08
227,discord emoji bot,72.0,48.25,43.5,46.8,45.0,52.75,45.4,49.5,37.0,40.8,32.75,45.0,37.333333333333336,-39.32,-12.22,-7.67,524.08
301,jockie music bot,9.0,21.75,11.0,45.2,42.25,18.75,38.8,69.75,55.0,46.4,48.25,41.0,85.33333333333333,167.98,3.43,44.33,523.48
171,ea app,13.0,12.5,18.75,33.6,33.0,36.5,43.8,52.75,66.5,58.0,61.75,49.5,55.66666666666666,166.02,-10.33,6.17,522.32
369,refund steam,35.5,35.25,35.25,33.4,41.25,53.25,43.8,48.0,44.75,36.0,39.25,46.0,63.333333333333336,35.13,19.83,17.33,519.53
278,discord how to add bots,68.0,75.25,40.25,42.6,37.5,34.0,42.4,37.5,38.25,32.4,34.75,47.75,54.0,-27.35,28.35,6.25,516.65
198,how to delete a discord account,62.5,53.75,48.5,35.2,37.75,44.0,48.4,41.5,52.75,47.8,40.75,44.75,16.666666666666668,-23.38,-39.88,-28.08,511.82
132,xbox app for mac,62.5,60.0,36.5,28.6,37.5,47.25,48.2,61.75,26.75,32.8,41.5,41.5,49.333333333333336,-4.42,11.03,7.83,511.68
270,music bots,36.0,39.25,32.25,50.4,42.75,37.25,32.4,76.25,43.75,39.8,34.5,41.0,40.333333333333336,41.33,-43.97,-0.67,509.93
82,round pfp,17.0,34.5,48.0,13.8,27.25,58.75,60.0,56.75,44.0,69.8,47.25,32.25,16.666666666666668,24.42,-74.38,-15.58,509.02
507,nitro discord free,50.5,53.0,37.25,35.2,38.0,34.5,33.8,32.5,30.75,44.0,75.0,45.75,45.66666666666666,41.92,59.17,-0.08,505.42
312,ticket tool,57.0,43.75,38.25,40.4,41.0,41.75,40.2,41.0,39.25,37.6,43.25,55.75,41.333333333333336,12.83,22.48,-14.42,503.53
202,create a discord account,17.0,55.0,21.5,59.2,26.25,40.75,55.6,50.75,41.0,34.0,30.0,31.5,53.333333333333336,-17.72,-10.92,21.83,498.88
99,denji pfp,15.0,20.5,21.25,63.4,87.0,89.0,45.8,37.75,33.25,29.8,29.75,21.25,17.333333333333332,-157.82,-32.47,-3.92,496.08
101,discord for xbox,86.0,47.75,64.0,41.4,59.5,45.0,43.0,26.0,40.75,36.2,29.0,29.75,33.333333333333336,-105.62,-10.87,3.58,495.68
372,steam vr,52.5,41.0,37.75,34.4,46.5,62.0,47.2,37.0,42.0,33.6,31.5,41.5,41.0,-42.25,1.4,-0.5,495.45
113,xbox and discord,46.5,43.75,59.5,38.4,65.5,51.5,34.4,42.0,36.5,32.4,25.75,30.75,33.333333333333336,-92.32,-21.07,2.58,493.78
114,discord and xbox,46.5,43.75,59.5,38.4,65.5,51.5,34.4,42.0,36.5,32.4,25.75,30.75,33.333333333333336,-92.32,-21.07,2.58,493.78
80,hello kitty pfp y2k,0.0,17.75,43.25,33.8,36.25,60.0,41.8,61.0,45.75,60.8,20.0,31.5,41.333333333333336,27.53,-74.72,9.83,493.23
285,add bots to discord server,57.5,72.5,43.25,42.0,23.25,36.0,38.0,36.75,42.75,28.4,24.5,41.5,64.0,-17.1,22.1,22.5,492.9
476,youtube bot discord,22.0,23.75,27.25,72.6,48.5,42.75,39.2,53.0,38.75,34.8,30.75,37.0,42.66666666666666,-17.08,-16.13,5.67,491.02
491,youtube music bot discord,16.5,20.75,22.5,77.8,53.25,33.75,33.4,56.5,42.0,42.4,24.0,40.5,42.333333333333336,6.28,-34.07,1.83,489.18
316,discord kitten meaning,37.0,33.75,56.75,75.2,43.0,18.0,60.8,28.25,56.5,38.2,28.75,32.25,16.333333333333332,-87.22,-45.62,-15.92,487.78
184,roll20 app,45.5,33.75,51.0,11.0,30.5,34.5,62.4,29.75,53.75,50.8,41.25,56.75,29.0,38.15,-7.3,-27.75,484.45
350,betterdiscord,64.0,47.25,52.25,44.8,33.5,38.0,34.6,51.25,59.0,31.2,23.75,33.5,35.333333333333336,-16.37,-48.87,1.83,484.43
337,irc meaning,30.5,28.25,24.5,44.6,36.5,55.25,45.6,56.5,45.25,48.6,37.75,31.25,30.0,14.65,-51.35,-1.25,484.05
406,discord channel emojis,63.5,44.5,52.75,17.6,33.25,47.25,33.4,58.0,42.5,35.2,48.75,39.25,31.0,25.95,-16.7,-8.25,483.45
298,uzox,0.0,18.25,0.0,32.2,43.75,30.5,22.4,64.75,51.5,37.4,55.0,57.5,67.0,186.05,25.85,9.5,480.25
452,discord activate,52.5,30.0,24.25,41.0,37.0,36.25,25.8,45.75,69.75,44.2,43.75,37.0,44.333333333333336,90.48,-34.62,7.33,479.08
116,discord xbox game pass,48.5,43.0,66.0,46.0,42.25,64.5,51.6,39.75,35.5,37.8,23.25,8.25,19.33333333333333,-149.47,-62.22,11.08,477.23
370,steam down,35.0,43.75,34.0,25.4,33.0,37.5,45.6,37.5,50.5,46.2,40.25,48.5,35.0,38.7,-10.45,-13.5,477.2
83,goofy ahh pfp,52.0,26.0,47.25,52.6,45.0,54.25,34.4,43.75,35.5,38.6,53.25,26.75,18.666666666666668,-42.98,-19.18,-8.08,476.02
509,gift nitro discord,44.0,38.0,31.5,22.8,53.25,55.0,48.2,23.0,22.25,32.6,57.25,46.75,43.66666666666666,-23.23,69.82,-3.08,474.27
389,steam antitrust lawsuit,0.0,7.75,3.75,29.8,65.0,20.5,60.8,85.25,51.5,35.6,33.75,17.5,61.333333333333336,97.33,-59.77,43.83,472.53
152,discord app reddit,41.0,34.75,41.75,27.0,45.0,38.75,38.2,37.5,37.25,45.6,43.25,47.0,35.333333333333336,20.48,5.23,-11.67,471.38
55,black,41.0,37.75,37.25,41.0,61.75,38.0,36.8,37.5,35.75,35.0,36.75,37.5,36.333333333333336,-33.72,2.33,-1.17,471.38
511,cancel discord nitro,45.5,34.25,30.75,29.8,19.25,36.0,29.4,33.5,30.5,35.6,64.75,67.25,54.66666666666666,106.82,87.07,-12.58,465.72
203,what is a discord account,45.0,37.0,33.75,43.0,45.5,30.25,42.2,37.5,43.0,45.2,28.5,19.0,58.0,-0.5,-20.2,39.0,462.9
521,nitro boost discord,50.0,35.5,29.75,49.0,35.5,19.0,59.4,53.5,54.25,57.6,29.0,26.75,13.0,5.95,-96.6,-13.75,462.25
287,how to make discord bots,58.0,35.25,35.25,43.6,41.5,32.0,23.6,43.25,44.75,34.8,33.75,48.25,45.66666666666666,39.27,4.87,-2.58,461.67
109,discord xbox one,55.5,50.5,44.25,41.6,57.0,43.25,38.4,30.25,35.75,32.6,15.5,33.0,37.333333333333336,-90.57,-12.77,4.33,459.43
344,/pos meaning,38.0,14.0,27.75,29.8,33.25,53.5,49.6,32.0,30.5,48.2,38.75,47.5,48.66666666666666,37.72,24.22,1.17,453.52
359,steam card,36.0,32.25,32.5,31.2,41.5,76.75,34.2,33.75,34.0,30.8,30.5,35.5,36.66666666666666,-47.18,4.12,1.17,449.62
102,is discord on xbox,87.0,51.75,49.25,40.8,45.0,40.25,31.6,28.25,31.75,30.6,33.5,35.75,30.666666666666668,-68.13,9.32,-5.08,449.17
100,how to discord on xbox,61.0,42.5,61.75,59.2,58.0,35.75,30.2,25.0,30.0,25.0,24.75,28.0,28.33333333333333,-126.32,1.08,0.33,448.48
269,discord music bots,28.5,31.5,27.5,48.0,37.75,29.0,27.4,73.5,38.25,35.2,27.0,35.75,37.333333333333336,45.88,-46.87,1.58,448.18
284,bots to add to discord server,85.5,59.5,33.0,33.0,28.75,32.5,33.0,39.25,43.25,25.4,27.5,46.0,46.0,7.65,11.6,0.0,447.15
524,how to get free nitro,29.5,38.5,43.5,41.2,23.25,31.25,26.2,40.25,31.75,38.8,61.75,36.25,34.0,38.9,21.2,-2.25,446.7
407,discord forum channel,0.0,29.0,58.0,41.2,23.75,32.75,28.6,20.0,42.75,42.4,41.5,42.0,41.333333333333336,16.68,19.68,-0.67,443.28
149,xbox discord,64.5,46.5,59.75,47.2,51.25,38.25,31.4,27.5,30.5,27.4,23.25,29.25,27.0,-109.45,-5.9,-2.25,439.25
2,discord on xbox,68.5,44.0,60.5,53.0,57.0,40.0,30.0,25.0,29.0,25.6,21.0,28.0,26.0,-129.9,-4.6,-2.0,439.1
244,bat emoji,35.5,32.5,35.75,69.0,25.5,19.75,31.0,38.0,26.75,42.0,46.0,36.0,33.0,8.25,8.25,-3.0,435.25
110,how to get discord on xbox,92.0,54.25,56.25,54.4,49.25,27.25,37.6,20.5,27.25,22.4,18.75,32.0,29.33333333333333,-128.77,9.93,-2.67,429.23
394,steam lawsuit,1.0,2.75,2.25,7.6,30.0,10.5,54.2,59.5,38.25,33.8,63.25,57.5,68.66666666666667,213.67,57.87,11.17,428.27
191,discord disabled account,50.0,63.75,28.75,31.0,23.0,22.75,21.0,35.5,25.25,37.0,45.5,54.5,35.666666666666664,43.17,37.92,-18.83,423.67
517,how to cancel nitro,42.0,36.75,29.0,24.4,21.25,27.25,29.2,22.25,21.75,31.4,60.0,68.5,47.66666666666666,83.72,100.77,-20.83,419.42
515,discord nitro code,52.5,49.0,30.75,31.8,40.5,41.5,27.6,28.5,24.75,30.2,43.75,30.5,39.66666666666666,-23.78,30.47,9.17,418.52
296,aiode,12.5,33.5,30.25,19.4,21.75,22.0,36.4,49.0,28.25,35.4,33.0,23.5,73.66666666666667,79.52,17.52,50.17,406.12
326,pfp meaning discord,36.0,35.5,45.25,18.4,35.0,49.0,38.6,43.25,28.25,27.6,0.0,43.5,39.66666666666666,-39.48,-15.93,-3.83,404.02
516,how to cancel discord nitro,47.0,32.75,33.25,21.6,17.25,20.5,33.2,33.0,16.5,33.6,47.25,74.0,38.0,83.8,76.15,-36.0,400.9
413,discord forums,20.0,33.0,57.5,34.8,29.5,38.25,32.8,26.5,25.25,32.2,36.75,34.25,20.0,-50.9,7.05,-14.25,400.8
168,chatgpt app,0.0,0.0,0.0,0.0,0.25,14.75,65.0,71.75,51.25,64.6,60.75,37.0,34.666666666666664,240.02,-55.18,-2.33,400.02
288,how to add bots to discord server,49.5,62.25,24.25,29.2,22.25,19.75,34.8,35.25,30.25,29.8,27.75,36.75,44.66666666666666,11.97,13.87,7.92,396.97
436,ps5 stream to discord,19.5,16.5,8.25,8.8,27.25,19.5,20.8,31.0,68.0,45.2,35.0,65.5,50.0,193.6,6.3,-15.5,395.8
520,discord nitro for free,21.0,46.5,11.75,21.6,40.0,24.5,26.2,36.5,23.75,39.0,56.5,44.0,24.33333333333333,53.53,25.58,-19.67,394.63
523,how to get discord nitro free,12.0,49.0,35.25,30.4,13.5,16.75,19.2,27.5,24.75,44.4,56.5,50.75,25.33333333333333,65.13,35.93,-25.42,393.33
304,botghost,46.5,42.5,13.0,26.8,44.5,39.0,31.2,23.25,28.0,23.8,36.0,54.0,29.666666666666668,-2.28,44.62,-24.33,391.72
492,chatgpt discord bot,0.0,0.0,8.75,8.4,3.5,34.25,33.8,53.25,69.0,79.2,27.0,35.75,37.0,212.5,-101.7,1.25,389.9
398,ayaneo 2,8.5,2.75,9.75,21.4,18.5,48.5,67.6,42.0,57.25,39.8,36.5,19.75,23.33333333333333,50.13,-59.47,3.58,387.13
40,discord server subscription,0.0,34.5,10.25,9.8,10.5,22.25,30.2,33.5,55.25,43.4,62.25,24.0,50.66666666666666,151.57,4.77,26.67,386.57
143,join discord on xbox,44.5,23.25,38.0,55.2,71.25,31.0,30.2,19.25,28.25,25.6,19.75,15.75,21.33333333333333,-118.97,-16.27,5.58,378.83
280,discord youtube bots,8.0,13.25,23.0,72.0,48.0,36.75,30.8,42.75,40.5,17.8,16.25,13.25,23.666666666666668,-69.58,-47.88,10.42,378.02
212,epic games login,31.0,31.75,28.25,21.6,22.5,58.25,35.4,28.75,30.0,27.0,28.25,34.25,32.0,-17.5,8.75,-2.25,378.0
163,discord app on xbox,42.0,38.5,65.0,48.8,40.25,37.25,21.8,21.0,30.0,26.6,11.25,28.25,6.333333333333333,-128.17,-31.77,-21.92,375.03
431,ps5 discord stream,13.0,9.75,11.0,17.2,24.0,19.75,13.6,25.75,66.0,41.8,37.75,55.75,48.66666666666666,180.42,8.62,-7.08,371.02
205,discord account hacked,54.5,66.25,36.75,25.0,27.5,9.25,29.4,29.75,31.25,25.4,20.5,23.25,43.66666666666666,-20.33,1.02,20.42,367.97
447,discord ps4,29.0,23.75,24.0,22.2,31.75,29.5,26.2,23.0,63.75,29.4,27.5,34.25,32.666666666666664,53.17,-21.73,-1.58,367.97
